EvtN	HitN	TrackID	Energy	DetID	Process	DOI	HP	Time
50663	1	1	60	0	1	1	912	0.491724	
50748	1	1	60	0	1	1	912	0.486893	
50835	1	1	60	0	1	1	912	0.497349	
50896	1	1	60	0	1	1	912	0.479909	
50975	1	1	60	0	1	1	912	0.489367	
51443	1	1	60	0	1	1	912	0.488903	
51490	1	1	60	0	1	1	912	0.484871	
51697	1	1	60	0	1	1	912	0.490807	
51799	1	1	60	0	1	1	912	0.491156	
51840	1	1	60	0	1	1	912	0.497357	
51946	1	1	60	0	1	1	912	0.482723	
52229	1	1	60	0	1	1	912	0.501766	
52271	1	1	60	0	1	1	912	0.483705	
52323	1	1	0	0	4	1	912	0.507251	
52833	1	1	60	0	1	1	912	0.486988	
53028	1	1	60	0	1	1	912	0.503957	
53087	1	1	60	0	1	1	912	0.483855	
53330	1	1	60	0	1	1	912	0.479502	
53451	1	1	60	0	1	1	912	0.491672	
53586	1	1	60	0	1	1	912	0.488656	
54039	1	1	60	0	1	1	912	0.49911	
54111	1	1	60	0	1	1	912	0.507444	
54186	1	1	0	0	4	1	912	0.490911	
54587	1	1	0	0	3	1	912	0.492262	
54587	2	1	60	0	1	1	912	0.494176	
54683	1	1	0	0	3	1	912	0.478491	
54683	2	1	60	0	1	1	912	0.481464	
55008	1	1	60	0	1	1	912	0.481959	
55177	1	1	60	0	1	1	912	0.486614	
55693	1	1	60	0	1	1	912	0.489785	
55696	1	1	60	0	1	1	912	0.484143	
55742	1	1	60	0	1	1	912	0.500721	
55952	1	1	60	0	1	1	912	0.491336	
55997	1	1	60	0	1	1	912	0.482419	
56672	1	1	60	0	1	1	912	0.49065	
56689	1	1	60	0	1	1	912	0.484338	
56819	1	1	60	0	1	1	912	0.489997	
57062	1	1	60	0	1	1	912	0.488579	
57105	1	1	60	0	1	1	912	0.492333	
57116	1	1	60	0	1	1	912	0.482281	
57298	1	1	60	0	1	1	912	0.483355	
57309	1	1	60	0	1	1	912	0.484	
57386	1	1	60	0	1	1	912	0.498023	
57504	1	1	0	0	3	1	912	0.480933	
57504	2	1	60	0	1	1	912	0.482628	
57541	1	1	60	0	1	1	912	0.479241	
